,Open Bid_x,Open Bid_y,Open Ask_y,Long Swap AUDNZD,Open Bid_x,Open Bid_y,Open Ask_y
2009-05-18,2.7,2.2,3.0,-2.252252252252248e-06,2.7,0.06,0.16
2009-05-19,2.73,2.15,2.52,1.5638963360142994e-06,2.73,0.06,0.16
2009-05-20,2.74,2.47,2.62,8.912655971479506e-07,2.74,0.06,0.16
2009-05-21,2.7,2.4,3.2,-3.753753753753753e-06,2.7,0.01,0.21
2009-05-22,2.75,2.25,3.05,-2.222222222222218e-06,2.75,0.06,0.09
2009-05-23,2.7,2.4,2.9,-1.5015015015014983e-06,2.7,0.07,0.16
2009-05-24,2.7,2.4,2.9,-1.5015015015014983e-06,2.7,0.03,0.12
2009-05-25,2.85,2.05,3.05,-1.4430014430014436e-06,2.85,0.05,0.2
2009-05-26,2.77,2.32,3.12,-2.578838785735338e-06,2.77,0.01,0.21
2009-05-27,2.73,2.35,3.35,-4.6172177539469735e-06,2.73,0.01,0.21
2009-05-28,2.73,2.32,2.47,1.936252606493892e-06,2.73,0.01,0.21
2009-05-29,2.6,2.3,3.1,-3.858024691358023e-06,2.6,0.01,0.21
2009-05-30,2.75,2.15,2.65,7.407407407407425e-07,2.75,0.04,0.19
2009-05-31,2.75,2.15,2.65,7.407407407407425e-07,2.75,0.07,0.25
2009-06-01,2.89,2.29,2.44,3.2133676092545e-06,2.89,0.01,0.21
2009-06-02,2.77,2.07,2.87,-7.368110816386689e-07,2.77,0.01,0.21
2009-06-03,2.7,2.07,2.87,-1.2762762762762756e-06,2.7,0.02,0.12
2009-06-04,2.77,2.37,2.52,1.842027704096669e-06,2.77,0.01,0.21
2009-06-05,2.78,2.2,3.2,-3.0864197530864213e-06,2.78,0.01,0.21
2009-06-06,2.85,2.35,2.85,0.0,2.85,0.04,0.19
2009-06-07,2.85,2.35,2.85,0.0,2.85,0.07,0.25
2009-06-08,2.9,2.38,2.53,2.6353276353276357e-06,2.9,0.01,0.21
2009-06-09,2.8,2.15,2.95,-1.0964912280701758e-06,2.8,0.01,0.21
2009-06-10,2.7,2.2,2.9,-1.5015015015014983e-06,2.7,0.01,0.21
2009-06-11,2.84,2.2,3.2,-2.6041666666666666e-06,2.84,0.01,0.16
2009-06-12,2.85,2.15,2.95,-7.215007215007218e-07,2.85,0.01,0.21
2009-06-13,2.8,2.3,2.8,0.0,2.8,0.04,0.11
2009-06-14,2.8,2.3,2.8,0.0,2.8,0.04,0.19
2009-06-15,2.85,2.39,2.54,2.236652236652237e-06,2.85,0.02,0.12
2009-06-16,2.93,2.2,3.2,-1.9083969465648854e-06,2.93,0.04,0.11
2009-06-17,2.81,2.18,2.98,-1.2394284047827377e-06,2.81,0.02,0.12
2009-06-18,2.93,2.3,3.0,-4.947695787390442e-07,2.93,0.02,0.12
2009-06-19,2.82,2.13,2.93,-7.998836532867963e-07,2.82,0.03,0.18
2009-06-20,2.85,2.3,2.8,3.607503607503639e-07,2.85,0.03,0.18
2009-06-21,2.85,2.3,2.8,3.607503607503639e-07,2.85,0.03,0.18
2009-06-22,2.81,2.12,2.92,-8.019830854476488e-07,2.81,0.02,0.12
2009-06-23,2.83,2.12,2.92,-6.527415143603135e-07,2.83,0.05,0.15
2009-06-24,2.82,2.3,2.45,2.6905177428737624e-06,2.82,0.05,0.2
2009-06-25,2.82,2.2,3.2,-2.7632344386271134e-06,2.82,0.04,0.19
2009-06-26,2.83,2.27,2.42,2.973600232085871e-06,2.83,0.05,0.2
2009-06-27,2.8,2.25,2.85,-3.65497076023396e-07,2.8,0.04,0.29
2009-06-28,2.8,2.25,2.85,-3.65497076023396e-07,2.8,0.04,0.29
2009-06-29,2.83,2.0,2.8,2.1758050478677219e-07,2.83,0.02,0.15
2009-06-30,2.83,2.2,2.35,3.4812880765883363e-06,2.83,0.04,0.14
2009-07-01,2.82,1.92,2.72,7.271669575334459e-07,2.82,0.04,0.14
2009-07-02,2.6,2.1,2.8,-1.5432098765432106e-06,2.6,0.04,0.14
2009-07-03,2.93,2.05,2.63,2.1204410517387622e-06,2.93,0.04,0.14
2009-07-04,2.8,2.0,2.6,1.4619883040935657e-06,2.8,0.01,0.16
2009-07-05,2.8,2.0,2.6,1.4619883040935657e-06,2.8,0.03,0.28
2009-07-06,2.8,1.8,2.6,1.4619883040935657e-06,2.8,0.04,0.14
2009-07-07,2.65,2.0,2.7,-3.8051750380517657e-07,2.65,0.04,0.14
2009-07-08,2.7,2.27,2.42,2.102102102102105e-06,2.7,0.01,0.21
2009-07-09,2.87,2.3,3.0,-9.331036462819384e-07,2.87,0.01,0.21
2009-07-10,2.6,2.5,3.35,-5.787037037037034e-06,2.6,0.01,0.11
2009-07-11,2.7,2.5,2.9,-1.5015015015014983e-06,2.7,0.01,0.26
2009-07-12,2.7,2.5,2.9,-1.5015015015014983e-06,2.7,0.01,0.26
2009-07-13,2.5,2.2,2.9,-3.1746031746031755e-06,2.5,0.01,0.11
2009-07-14,2.83,2.26,2.56,1.9582245430809407e-06,2.83,0.01,0.11
2009-07-15,2.78,2.2,2.9,-8.818342151675516e-07,2.78,0.01,0.16
2009-07-16,2.75,2.16,2.53,1.6296296296296322e-06,2.75,0.01,0.11
2009-07-17,2.75,2.36,2.94,-1.4074074074074065e-06,2.75,0.01,0.11
2009-07-18,2.75,2.3,2.7,3.703703703703697e-07,2.75,0.01,0.26
2009-07-19,2.87,2.37,2.52,2.5122021246052245e-06,2.87,0.05,0.23
2009-07-20,2.87,2.32,2.47,2.87108814240597e-06,2.87,0.03,0.18
2009-07-21,2.83,2.06,2.86,-2.175805047867691e-07,2.83,0.01,0.11
2009-07-22,2.73,2.22,2.37,2.680965147453082e-06,2.73,0.01,0.11
2009-07-23,2.73,2.0,2.8,-5.212987786714332e-07,2.73,0.01,0.11
2009-07-24,2.6,2.2,2.35,1.9290123456790115e-06,2.6,0.05,0.15
2009-07-25,2.7,2.43,2.63,5.255255255255263e-07,2.7,0.01,0.26
2009-07-26,2.7,2.15,2.65,3.753753753753777e-07,2.7,0.01,0.26
2009-07-27,2.75,2.26,2.51,1.7777777777777794e-06,2.75,0.05,0.15
2009-07-28,2.5,2.0,2.7,-1.5873015873015875e-06,2.5,0.05,0.15
2009-07-29,2.63,2.04,2.84,-1.6069788797061531e-06,2.63,0.05,0.15
2009-07-30,2.63,2.44,2.64,-7.652280379553495e-08,2.63,0.05,0.15
2009-07-31,2.7,2.43,2.63,5.255255255255263e-07,2.7,0.02,0.12
2009-08-01,2.7,2.25,2.75,-3.753753753753716e-07,2.7,0.01,0.26
2009-08-02,2.7,2.25,2.75,-3.753753753753716e-07,2.7,0.01,0.26
2009-08-03,2.73,2.05,2.85,-8.936550491510283e-07,2.73,0.01,0.16
2009-08-04,2.7,2.44,2.64,4.50450450450452e-07,2.7,0.01,0.11
2009-08-05,2.62,2.1,2.8,-1.3812154696132592e-06,2.62,0.01,0.11
2009-08-06,2.66,2.15,2.95,-2.2009714632665444e-06,2.66,0.01,0.11
2009-08-07,2.71,2.43,2.63,5.98981731057204e-07,2.71,0.01,0.16
2009-08-08,2.75,2.44,2.64,8.148148148148145e-07,2.75,0.01,0.16
2009-08-09,2.75,2.35,2.85,-7.407407407407394e-07,2.75,0.01,0.26
2009-08-10,2.74,2.46,2.66,5.941770647652993e-07,2.74,0.01,0.11
2009-08-11,2.7,2.2,2.8,-7.507507507507493e-07,2.7,0.01,0.11
2009-08-12,2.78,2.3,2.88,-7.348618459729586e-07,2.78,0.01,0.11
2009-08-13,2.9,2.25,2.55,2.492877492877493e-06,2.9,0.01,0.16
2009-08-14,2.79,2.07,2.87,-5.863383172090317e-07,2.79,0.01,0.16
2009-08-15,2.85,2.15,2.65,1.4430014430014436e-06,2.85,0.02,0.17
2009-08-16,2.85,2.15,2.65,1.4430014430014436e-06,2.85,0.02,0.17
2009-08-17,2.78,2.09,2.46,2.3515579071134626e-06,2.78,0.01,0.11
2009-08-18,2.76,2.11,2.48,2.068557919621748e-06,2.76,0.01,0.11
2009-08-19,2.78,2.13,2.5,2.05761316872428e-06,2.78,0.01,0.11
2009-08-20,2.91,2.3,2.9,7.104290991759145e-08,2.91,0.03,0.18
2009-08-21,2.15,2.44,2.64,-4.320987654320991e-06,2.15,0.02,0.13
2009-08-22,2.85,2.05,2.35,3.6075036075036088e-06,2.85,0.02,0.17
2009-08-23,2.85,2.45,2.65,1.4430014430014436e-06,2.85,0.03,0.21
2009-08-24,2.2,2.13,2.93,-6.336805555555553e-06,2.2,0.05,0.4
2009-08-25,2.3,2.45,2.65,-2.94612794612795e-06,2.3,0.05,0.15
2009-08-26,2.75,2.46,2.66,6.666666666666642e-07,2.75,0.01,0.16
2009-08-27,2.85,2.2,2.8,3.607503607503639e-07,2.85,0.01,0.16
2009-08-28,2.85,2.44,2.64,1.5151515151515157e-06,2.85,0.01,0.16
2009-08-29,2.85,2.1,2.6,1.8037518037518044e-06,2.85,0.01,0.16
2009-08-30,2.85,2.46,2.66,1.370851370851371e-06,2.85,0.01,0.25
2009-08-31,2.86,2.44,2.64,1.5831894070236034e-06,2.86,0.01,0.11
2009-09-01,2.76,2.44,2.64,8.865248226950321e-07,2.76,0.05,0.1
2009-09-02,3.0,2.3,2.9,6.944444444444451e-07,3.0,0.01,0.16
2009-09-03,2.71,2.44,2.64,5.241090146750523e-07,2.71,0.02,0.13
2009-09-04,2.73,2.43,2.63,7.447125409591903e-07,2.73,0.01,0.16
2009-09-05,2.8,2.3,2.8,0.0,2.8,0.01,0.25
2009-09-06,2.8,2.3,2.8,0.0,2.8,0.01,0.16
2009-09-07,2.74,2.14,2.51,1.7082590612002414e-06,2.74,0.01,0.11
2009-09-08,2.75,2.45,2.65,7.407407407407425e-07,2.75,0.01,0.11
2009-09-09,2.73,2.45,2.65,5.957700327673522e-07,2.73,0.01,0.11
2009-09-10,2.83,2.44,2.64,1.378009863649551e-06,2.83,0.01,0.11
2009-09-11,2.72,2.42,2.62,7.46714456391875e-07,2.72,0.01,0.11
2009-09-12,2.83,2.43,2.63,1.450536698578475e-06,2.83,0.01,0.16
2009-09-13,2.83,2.43,2.63,1.450536698578475e-06,2.83,0.01,0.16
2009-09-14,2.73,2.42,2.62,8.191837950551093e-07,2.73,0.01,0.11
2009-09-15,2.74,2.6,3.2,-3.416518122400477e-06,2.74,0.07,0.08
2009-09-16,2.7,2.42,2.62,6.006006006006006e-07,2.7,0.01,0.51
2009-09-17,2.87,2.6,3.1,-1.6508756818834286e-06,2.87,0.06,0.09
2009-09-18,2.87,2.41,2.61,1.866207292563883e-06,2.87,0.01,0.16
2009-09-19,2.9,2.55,3.05,-1.0683760683760708e-06,2.9,0.02,0.17
2009-09-20,2.9,2.55,3.05,-1.0683760683760708e-06,2.9,0.01,0.25
2009-09-21,2.87,2.55,2.7,1.220212460522538e-06,2.87,0.02,0.07
2009-09-22,2.87,2.42,2.62,1.7944300890037313e-06,2.87,0.02,0.17
2009-09-23,2.87,2.42,2.62,1.7944300890037313e-06,2.87,0.02,0.17
2009-09-24,2.87,2.42,2.62,1.7944300890037313e-06,2.87,0.03,0.13
2009-09-25,2.87,2.42,2.62,1.7944300890037313e-06,2.87,0.03,0.13
2009-09-26,2.85,2.42,2.62,1.65945165945166e-06,2.85,0.02,0.17
2009-09-27,2.85,2.43,2.63,1.5873015873015875e-06,2.85,0.02,0.17
2009-09-28,2.78,2.4,2.9,-8.818342151675516e-07,2.78,0.03,0.13
2009-09-29,2.79,2.2,2.5,2.1254763998827314e-06,2.79,0.02,0.17
2009-09-30,2.77,2.35,2.72,3.684055408193314e-07,2.77,0.02,0.17
2009-10-01,2.8,2.42,2.62,1.3157894736842082e-06,2.8,0.01,0.11
2009-10-02,2.8,2.42,2.62,1.3157894736842082e-06,2.8,0.01,0.11
2009-10-03,2.9,2.6,3.1,-1.4245014245014257e-06,2.9,0.02,0.17
2009-10-04,2.9,2.54,2.85,3.561253561253549e-07,2.9,0.02,0.17
2009-10-05,2.8,2.5,3.0,-1.4619883040935657e-06,2.8,0.01,0.11
2009-10-06,3.0,2.6,3.1,-6.94444444444442e-07,3.0,0.01,0.11
2009-10-07,2.9,2.65,3.15,-1.7806267806267867e-06,2.9,0.01,0.11
2009-10-08,3.25,2.5,2.8,2.941176470588237e-06,3.25,0.02,0.17
2009-10-09,3.09,2.42,2.62,3.192067372996466e-06,3.09,0.01,0.11
2009-10-10,3.1,2.75,3.25,-1.016260162601627e-06,3.1,0.02,0.17
2009-10-11,3.1,2.75,3.25,-1.016260162601627e-06,3.1,0.01,0.25
2009-10-12,3.02,2.5,2.8,1.5201768933112209e-06,3.02,0.02,0.17
2009-10-13,3.12,2.6,2.85,1.8203883495145623e-06,3.12,0.01,0.11
2009-10-14,3.06,2.43,2.63,2.941981390257256e-06,3.06,0.02,0.17
2009-10-15,3.08,2.45,2.75,2.2467320261437923e-06,3.08,0.02,0.17
2009-10-16,3.1,2.45,2.75,2.371273712737126e-06,3.1,0.01,0.11
2009-10-17,3.2,2.65,3.15,3.306878306878295e-07,3.2,0.01,0.2
2009-10-18,3.2,2.65,3.15,3.306878306878295e-07,3.2,0.02,0.17
2009-10-19,3.25,2.47,2.69,3.66013071895425e-06,3.25,0.02,0.17
2009-10-20,3.1,2.5,2.72,2.5745257452574487e-06,3.1,0.02,0.17
2009-10-21,3.0,2.44,2.64,2.499999999999999e-06,3.0,0.01,0.11
2009-10-22,3.25,2.43,2.63,4.052287581699346e-06,3.25,0.02,0.17
2009-10-23,3.15,2.54,2.69,3.0789825970548885e-06,3.15,0.02,0.17
2009-10-24,3.25,2.5,2.8,2.941176470588237e-06,3.25,0.01,0.11
2009-10-25,3.25,2.44,2.64,3.986928104575164e-06,3.25,0.01,0.11
2009-10-26,3.25,2.62,3.02,1.5032679738562112e-06,3.25,0.01,0.11
2009-10-27,3.24,2.5,3.0,1.57232704402516e-06,3.24,0.01,0.11
2009-10-28,3.25,2.4,2.9,2.287581699346406e-06,3.25,0.02,0.17
2009-10-29,3.1,2.44,2.64,3.1165311653116497e-06,3.1,0.02,0.17
2009-10-30,3.2,2.45,2.85,2.314814814814816e-06,3.2,0.01,0.11
2009-10-31,3.25,2.45,2.85,2.61437908496732e-06,3.25,0.02,0.17
2009-11-01,3.25,2.45,2.85,2.61437908496732e-06,3.25,0.02,0.17
2009-11-02,3.16,2.3,2.8,2.4038461538461544e-06,3.16,0.01,0.11
2009-11-03,3.35,2.45,2.85,3.1928480204342237e-06,3.35,0.02,0.17
2009-11-04,3.25,2.37,2.52,4.771241830065359e-06,3.25,0.01,0.11
2009-11-05,3.21,2.4,2.7,3.365003958828186e-06,3.21,0.02,0.17
2009-11-06,3.29,2.44,2.59,4.532504532504534e-06,3.29,0.01,0.11
2009-11-07,3.35,2.5,2.9,2.873563218390804e-06,3.35,0.02,0.17
2009-11-08,3.35,2.5,2.9,2.873563218390804e-06,3.35,0.02,0.17
2009-11-09,3.36,2.35,2.65,4.5234454638124325e-06,3.36,0.01,0.11
2009-11-10,3.29,2.5,2.8,3.172753172753173e-06,3.29,0.02,0.17
2009-11-11,3.29,2.5,2.9,2.525252525252526e-06,3.29,0.02,0.17
2009-11-12,3.29,2.4,2.9,2.525252525252526e-06,3.29,0.02,0.17
2009-11-13,3.3,2.5,2.8,3.229974160206718e-06,3.3,0.01,0.11
2009-11-14,3.4,2.4,2.7,4.4191919191919216e-06,3.4,0.02,0.17
2009-11-15,3.4,2.5,2.9,3.15656565656566e-06,3.4,0.03,0.18
2009-11-16,3.4,2.41,2.63,4.861111111111112e-06,3.4,0.01,0.11
2009-11-17,3.35,2.41,2.63,4.597701149425288e-06,3.35,0.01,0.11
2009-11-18,3.35,2.4,2.7,4.150702426564494e-06,3.35,0.03,0.12
2009-11-19,3.38,2.42,2.72,4.185692541856924e-06,3.38,0.01,0.11
2009-11-20,3.42,2.45,2.75,4.210658622423329e-06,3.42,0.01,0.11
2009-11-21,3.5,2.5,2.8,4.320987654320988e-06,3.5,0.02,0.17
2009-11-22,3.5,2.5,2.8,4.320987654320988e-06,3.5,0.02,0.17
2009-11-23,3.3,2.44,2.66,4.134366925064596e-06,3.3,0.02,0.17
2009-11-24,3.5,2.45,2.75,4.629629629629629e-06,3.5,0.03,0.12
2009-11-25,3.46,2.38,2.6,5.356253114100648e-06,3.46,0.01,0.11
2009-11-26,3.5,2.45,2.75,4.629629629629629e-06,3.5,0.02,0.17
2009-11-27,3.41,2.35,2.65,4.787100025195263e-06,3.41,0.01,0.11
2009-11-28,3.5,2.5,2.8,4.320987654320988e-06,3.5,0.02,0.17
2009-11-29,3.5,2.5,2.8,4.320987654320988e-06,3.5,0.02,0.17
2009-11-30,3.2,2.33,2.63,3.769841269841272e-06,3.2,0.01,0.11
2009-12-01,3.44,2.35,2.65,4.942442442442441e-06,3.44,0.02,0.17
2009-12-02,3.5,2.35,2.65,5.246913580246914e-06,3.5,0.01,0.11
2009-12-03,3.61,2.35,2.65,5.784526391901662e-06,3.61,0.05,0.1
2009-12-04,3.66,2.35,2.65,6.020505484024799e-06,3.66,0.03,0.12
2009-12-05,3.7,2.4,2.7,5.910165484633568e-06,3.7,0.02,0.17
2009-12-06,3.7,2.4,2.7,5.910165484633568e-06,3.7,0.02,0.17
2009-12-07,3.45,2.3,2.6,5.305867665418227e-06,3.45,0.01,0.11
2009-12-08,3.66,2.4,2.7,5.722460658082974e-06,3.66,0.02,0.17
2009-12-09,3.5,2.35,2.65,5.246913580246914e-06,3.5,0.01,0.11
2009-12-10,3.6,2.4,2.7,5.434782608695649e-06,3.6,0.02,0.17
2009-12-11,3.68,2.45,2.75,5.5199430199430185e-06,3.68,0.01,0.11
2009-12-12,3.63,2.53,2.83,4.799616030717543e-06,3.63,0.02,0.17
2009-12-13,3.63,2.53,2.83,4.799616030717543e-06,3.63,0.02,0.17
2009-12-14,3.62,2.4,2.7,5.531505531505532e-06,3.62,0.01,0.11
2009-12-15,3.66,2.43,2.65,6.020505484024799e-06,3.66,0.01,0.11
2009-12-16,3.67,2.4,2.7,5.769688317868187e-06,3.67,0.02,0.17
2009-12-17,3.74,2.5,2.8,5.508673230192219e-06,3.74,0.01,0.11
2009-12-18,3.69,2.43,2.65,6.1596778014688445e-06,3.69,0.02,0.17
2009-12-19,3.85,2.6,2.9,5.441008018327605e-06,3.85,0.02,0.17
2009-12-20,3.85,2.6,2.9,5.441008018327605e-06,3.85,0.02,0.17
2009-12-21,3.85,2.6,2.9,5.441008018327605e-06,3.85,0.01,0.11
2009-12-22,3.2,2.5,2.8,2.6455026455026485e-06,3.2,0.01,0.11
2009-12-23,3.67,2.45,2.75,5.472281703545085e-06,3.67,0.04,0.11
2009-12-24,3.67,2.45,2.75,5.472281703545085e-06,3.67,0.01,0.11
2009-12-25,3.55,2.45,2.75,4.884004884004882e-06,3.55,0.02,0.17
2009-12-26,3.55,2.45,2.75,4.884004884004882e-06,3.55,0.02,0.17
2009-12-27,3.55,2.45,2.75,4.884004884004882e-06,3.55,0.02,0.17
2009-12-28,3.55,2.45,2.75,4.884004884004882e-06,3.55,0.01,0.11
2009-12-29,3.65,2.45,2.75,5.376344086021507e-06,3.65,0.01,0.11
2009-12-30,3.65,2.45,2.75,5.376344086021507e-06,3.65,0.02,0.12
2009-12-31,3.65,2.45,2.75,5.376344086021507e-06,3.65,0.02,0.17
2010-01-01,3.6,2.5,2.8,4.830917874396135e-06,3.6,0.04,0.11
2010-01-02,3.6,2.5,2.8,4.830917874396135e-06,3.6,0.02,0.17
2010-01-03,3.6,2.5,2.8,4.830917874396135e-06,3.6,0.02,0.17
2010-01-04,3.2,2.45,2.75,2.976190476190478e-06,3.2,0.01,0.11
2010-01-05,3.62,2.45,2.75,5.230880230880231e-06,3.62,0.02,0.17
2010-01-06,3.61,2.4,2.7,5.483248975656781e-06,3.61,0.02,0.17
2010-01-07,3.7,2.52,2.67,6.087470449172578e-06,3.7,0.03,0.18
2010-01-08,3.75,2.4,2.7,6.14035087719298e-06,3.75,0.01,0.11
2010-01-09,3.7,2.65,2.95,4.432624113475176e-06,3.7,0.02,0.17
2010-01-10,3.7,2.65,2.95,4.432624113475176e-06,3.7,0.02,0.17
2010-01-11,3.68,2.55,2.85,4.926400759734091e-06,3.68,0.02,0.17
2010-01-12,3.58,2.55,2.85,4.427462396894711e-06,3.58,0.01,0.11
2010-01-13,3.7,2.65,2.95,4.432624113475176e-06,3.7,0.01,0.11
2010-01-14,3.7,2.65,2.95,4.432624113475176e-06,3.7,0.02,0.17
2010-01-15,3.64,2.45,2.75,5.328065134099619e-06,3.64,0.02,0.17
2010-01-16,3.4,2.4,2.8,3.787878787878791e-06,3.4,0.02,0.17
2010-01-17,3.4,2.4,2.8,3.787878787878791e-06,3.4,0.05,0.2
2010-01-18,3.4,2.4,2.8,3.787878787878791e-06,3.4,0.01,0.11
2010-01-19,3.45,2.35,2.75,4.369538077403247e-06,3.45,0.01,0.11
2010-01-20,3.45,2.35,2.75,4.369538077403247e-06,3.45,0.01,0.11
2010-01-21,3.45,2.35,2.75,4.369538077403247e-06,3.45,0.01,0.11
2010-01-22,3.56,2.41,2.71,5.177875243664719e-06,3.56,0.01,0.11
2010-01-23,3.7,2.45,2.75,5.614657210401892e-06,3.7,0.02,0.17
2010-01-24,3.7,2.6,2.9,4.728132387706857e-06,3.7,0.02,0.17
2010-01-25,3.51,2.6,2.9,3.757083025375709e-06,3.51,0.01,0.11
2010-01-26,3.6,2.5,2.71,5.3743961352657005e-06,3.6,0.01,0.11
2010-01-27,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.05,0.1
2010-01-28,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.51
2010-01-29,3.57,2.4,2.7,5.2881108679795775e-06,3.57,0.02,0.17
2010-01-30,3.7,2.4,2.7,5.910165484633568e-06,3.7,0.02,0.17
2010-01-31,3.7,2.4,2.7,5.910165484633568e-06,3.7,0.02,0.17
2010-02-01,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.51
2010-02-02,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-02-03,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-02-04,3.63,2.45,2.75,5.279577633789297e-06,3.63,0.01,0.11
2010-02-05,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-02-06,3.5,2.4,4.65,-7.098765432098765e-06,3.5,0.01,0.41
2010-02-07,3.72,2.4,4.65,-5.473163841807904e-06,3.72,0.02,0.17
2010-02-08,3.5,2.35,2.75,4.629629629629629e-06,3.5,0.01,0.41
2010-02-09,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-02-10,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-02-11,3.57,2.35,2.75,4.984196450279603e-06,3.57,0.02,0.17
2010-02-12,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-02-13,3.67,2.4,2.7,5.769688317868187e-06,3.67,0.02,0.17
2010-02-14,3.67,2.4,2.7,5.769688317868187e-06,3.67,0.02,0.17
2010-02-15,3.67,2.4,2.7,5.769688317868187e-06,3.67,0.01,0.11
2010-02-16,3.53,2.5,2.85,4.169732646553835e-06,3.53,0.02,0.17
2010-02-17,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-02-18,3.6,2.55,2.85,4.528985507246375e-06,3.6,0.02,0.17
2010-02-19,3.53,2.5,2.85,4.169732646553835e-06,3.53,0.01,0.11
2010-02-20,3.67,2.5,2.85,4.877468474898882e-06,3.67,0.02,0.17
2010-02-21,3.67,2.4,2.7,5.769688317868187e-06,3.67,0.02,0.17
2010-02-22,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-02-23,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-02-24,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-02-25,3.65,2.45,2.75,5.376344086021507e-06,3.65,0.01,0.11
2010-02-26,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-02-27,3.67,2.4,2.7,5.769688317868187e-06,3.67,0.01,0.16
2010-02-28,3.53,2.4,2.75,4.782928623988224e-06,3.53,0.01,0.16
2010-03-01,3.53,2.4,2.7,5.089526612705416e-06,3.53,0.01,0.41
2010-03-02,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-03-03,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-03-04,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-03-05,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-03-06,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-03-07,3.7,2.4,2.75,5.614657210401892e-06,3.7,0.02,0.13
2010-03-08,3.7,2.4,2.75,5.614657210401892e-06,3.7,0.01,0.11
2010-03-09,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-03-10,3.65,2.4,2.75,5.376344086021507e-06,3.65,0.01,0.11
2010-03-11,3.75,2.4,2.9,4.970760233918129e-06,3.75,0.01,0.41
2010-03-12,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-03-13,3.8,2.4,2.75,6.076388888888889e-06,3.8,0.01,0.16
2010-03-14,3.8,2.4,2.75,6.076388888888889e-06,3.8,0.01,0.16
2010-03-15,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-03-16,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-03-17,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-03-18,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-03-19,3.8,2.5,2.85,5.497685185185184e-06,3.8,0.01,0.11
2010-03-20,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-03-21,3.7,2.4,2.75,5.614657210401892e-06,3.7,0.01,0.16
2010-03-22,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-03-23,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-03-24,3.68,2.4,2.75,5.5199430199430185e-06,3.68,0.01,0.11
2010-03-25,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-03-26,3.68,2.25,2.6,6.410256410256409e-06,3.68,0.01,0.11
2010-03-27,3.75,2.4,2.75,5.847953216374269e-06,3.75,0.01,0.16
2010-03-28,3.75,2.4,2.75,5.847953216374269e-06,3.75,0.01,0.16
2010-03-29,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-03-30,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-03-31,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-04-01,3.85,2.3,2.65,6.872852233676976e-06,3.85,0.01,0.11
2010-04-02,3.75,2.4,2.75,5.847953216374269e-06,3.75,0.01,0.11
2010-04-03,3.75,2.4,2.75,5.847953216374269e-06,3.75,0.01,0.16
2010-04-04,3.75,2.4,2.75,5.847953216374269e-06,3.75,0.01,0.16
2010-04-05,3.75,2.4,2.75,5.847953216374269e-06,3.75,0.01,0.11
2010-04-06,3.85,2.5,2.85,5.727376861397478e-06,3.85,0.01,0.11
2010-04-07,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-04-08,3.5,2.4,2.9,3.703703703703703e-06,3.5,0.01,0.41
2010-04-09,3.88,2.6,3.0,5.00910746812386e-06,3.88,0.01,0.11
2010-04-10,3.9,2.6,3.0,5.102040816326533e-06,3.9,0.01,0.16
2010-04-11,3.9,2.6,3.0,5.102040816326533e-06,3.9,0.01,0.16
