,Open Bid_x,Open Bid_y,Open Ask_y,Long Swap AUDNZD,Open Bid_x,Open Bid_y,Open Ask_y
2013-10-17,2.35,2.44,2.74,-3.233830845771144e-06,2.35,-0.12,0.08
2013-10-18,2.4,2.65,2.8,-3.267973856209151e-06,2.4,-0.15,0.05
2013-10-19,2.5,2.35,2.7,-1.5873015873015875e-06,2.5,-0.12,0.06
2013-10-20,2.5,2.35,2.7,-1.5873015873015875e-06,2.5,-0.08,0.12
2013-10-21,2.45,2.65,2.8,-2.818035426731073e-06,2.45,-0.15,0.05
2013-10-22,2.4,2.65,2.8,-3.267973856209151e-06,2.4,-0.15,0.05
2013-10-23,2.35,2.45,2.8,-3.731343283582088e-06,2.35,-0.15,0.05
2013-10-24,2.39,2.57,2.72,-2.7040314650934103e-06,2.39,-0.15,0.05
2013-10-25,2.4,2.55,2.7,-2.450980392156866e-06,2.4,-0.15,0.05
2013-10-26,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.12,0.03
2013-10-27,2.38,2.47,2.67,-2.38330046022354e-06,2.38,-0.18,-0.03
2013-10-28,2.4,2.55,2.8,-3.267973856209151e-06,2.4,-0.15,0.05
2013-10-29,2.41,2.55,2.8,-3.1769305962854324e-06,2.41,-0.15,0.05
2013-10-30,2.38,2.55,2.8,-3.4516765285996044e-06,2.38,-0.12,0.06
2013-10-31,2.4,2.55,2.8,-3.267973856209151e-06,2.4,-0.15,0.05
2013-11-01,2.39,2.55,2.8,-3.359554244509992e-06,2.39,-0.15,0.05
2013-11-02,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.12,0.06
2013-11-03,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.12,0.06
2013-11-04,2.4,2.55,2.8,-3.267973856209151e-06,2.4,-0.12,0.03
2013-11-05,2.43,2.55,2.8,-2.996436669906053e-06,2.43,-0.12,0.03
2013-11-06,2.45,2.55,2.8,-2.818035426731073e-06,2.45,-0.15,0.05
2013-11-07,2.4,2.53,2.78,-3.104575163398694e-06,2.4,-0.15,0.05
2013-11-08,2.42,2.53,2.78,-2.9239766081871317e-06,2.42,-0.15,0.05
2013-11-09,2.5,2.53,2.78,-2.222222222222218e-06,2.5,-0.12,0.06
2013-11-10,2.5,2.53,2.78,-2.222222222222218e-06,2.5,-0.12,0.03
2013-11-11,2.4,2.53,2.78,-3.104575163398694e-06,2.4,-0.15,0.05
2013-11-12,2.45,2.53,2.78,-2.6570048309178712e-06,2.45,-0.15,0.05
2013-11-13,2.42,2.53,2.78,-2.9239766081871317e-06,2.42,-0.12,0.03
2013-11-14,2.43,2.45,2.8,-2.996436669906053e-06,2.43,-0.12,0.03
2013-11-15,2.43,2.53,2.78,-2.8344671201814026e-06,2.43,-0.12,0.03
2013-11-16,2.4,2.53,2.78,-3.104575163398694e-06,2.4,-0.12,0.06
2013-11-17,2.4,2.53,2.78,-3.104575163398694e-06,2.4,-0.12,0.06
2013-11-18,2.43,2.53,2.78,-2.8344671201814026e-06,2.43,-0.12,0.03
2013-11-19,2.42,2.53,2.78,-2.9239766081871317e-06,2.42,-0.15,0.05
2013-11-20,2.3,2.4,2.6,-2.525252525252529e-06,2.3,-0.12,0.03
2013-11-21,2.5,2.53,2.78,-2.222222222222218e-06,2.5,-0.12,0.06
2013-11-22,2.5,2.53,2.78,-2.222222222222218e-06,2.5,-0.08,0.1
2013-11-23,2.5,2.45,2.8,-2.3809523809523782e-06,2.5,-0.08,0.1
2013-11-24,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.08,0.1
2013-11-25,2.35,2.4,2.6,-2.0729684908789383e-06,2.35,-0.08,0.1
2013-11-26,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.12,0.06
2013-11-27,2.38,2.51,2.66,-2.3011176857330697e-06,2.38,-0.11,0.04
2013-11-28,2.3,2.4,2.6,-2.525252525252529e-06,2.3,-0.12,0.06
2013-11-29,2.36,2.45,2.8,-3.637566137566137e-06,2.36,-0.12,0.06
2013-11-30,2.35,2.4,2.6,-2.0729684908789383e-06,2.35,-0.12,0.06
2013-12-01,2.35,2.4,2.6,-2.0729684908789383e-06,2.35,-0.12,0.06
2013-12-02,2.35,2.45,2.8,-3.731343283582088e-06,2.35,-0.11,0.04
2013-12-03,2.37,2.48,2.68,-2.5552258489943937e-06,2.37,-0.15,0.05
2013-12-04,2.42,2.45,2.6,-1.4619883040935657e-06,2.42,-0.15,0.05
2013-12-05,2.4,2.4,2.55,-1.225490196078433e-06,2.4,-0.11,0.04
2013-12-06,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.12,0.06
2013-12-07,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.12,0.06
2013-12-08,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.12,0.06
2013-12-09,2.5,2.45,2.85,-2.7777777777777805e-06,2.5,-0.11,0.04
2013-12-10,2.47,2.4,2.55,-6.404098623118785e-07,2.47,-0.15,0.05
2013-12-11,2.52,2.56,2.71,-1.4993686868686862e-06,2.52,-0.15,0.05
2013-12-12,2.45,2.45,2.6,-1.207729468599033e-06,2.45,-0.15,0.05
2013-12-13,2.5,2.4,2.55,-3.968253968253954e-07,2.5,-0.15,0.05
2013-12-14,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.11,0.04
2013-12-15,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.11,0.04
2013-12-16,2.65,2.5,2.9,-1.9025875190258768e-06,2.65,-0.11,0.04
2013-12-17,2.45,2.57,2.72,-2.1739130434782607e-06,2.45,-0.15,0.05
2013-12-18,2.5,2.45,2.6,-7.93650793650797e-07,2.5,-0.08,0.1
2013-12-19,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.08,0.1
2013-12-20,2.63,2.37,2.67,-3.0609121518212735e-07,2.63,-0.12,0.08
2013-12-21,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.15,0.05
2013-12-22,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.15,0.05
2013-12-23,2.55,2.5,2.85,-2.3474178403755897e-06,2.55,-0.12,0.03
2013-12-24,2.25,2.4,2.55,-2.564102564102561e-06,2.25,-0.12,0.03
2013-12-25,2.27,2.37,2.67,-3.3978933061501893e-06,2.27,-0.15,0.05
2013-12-26,2.27,2.4,2.6,-2.8032619775739063e-06,2.27,-0.15,0.05
2013-12-27,2.3,2.4,2.6,-2.525252525252529e-06,2.3,-0.15,0.05
2013-12-28,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.15,0.05
2013-12-29,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.15,0.05
2013-12-30,2.35,2.5,2.8,-3.731343283582088e-06,2.35,-0.15,0.05
2013-12-31,2.4,2.45,2.6,-1.6339869281045757e-06,2.4,-0.15,0.05
2014-01-01,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.12,0.08
2014-01-02,2.4,2.55,2.8,-3.267973856209151e-06,2.4,-0.22,0.03
2014-01-03,2.38,2.55,2.9,-4.273504273504276e-06,2.38,-0.12,0.03
2014-01-04,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.08,0.1
2014-01-05,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.08,0.1
2014-01-06,2.38,2.55,2.9,-4.273504273504276e-06,2.38,-0.15,0.1
2014-01-07,2.42,2.4,2.55,-1.0558804418453533e-06,2.42,-0.12,0.03
2014-01-08,2.35,2.45,2.6,-2.0729684908789383e-06,2.35,-0.15,0.05
2014-01-09,2.4,2.55,2.9,-4.084967320261436e-06,2.4,-0.15,0.05
2014-01-10,2.44,2.42,2.62,-1.453488372093026e-06,2.44,-0.18,0.02
2014-01-11,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.08,0.1
2014-01-12,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.08,0.1
2014-01-13,2.5,2.55,2.9,-3.1746031746031755e-06,2.5,-0.08,0.1
2014-01-14,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.08,0.1
2014-01-15,2.54,2.44,2.69,-1.1770244821092249e-06,2.54,-0.15,0.05
2014-01-16,2.49,2.3,2.45,3.183699458771085e-07,2.49,-0.15,0.05
2014-01-17,2.5,2.4,2.65,-1.1904761904761925e-06,2.5,-0.15,0.05
2014-01-18,2.5,2.44,2.64,-1.111111111111112e-06,2.5,-0.15,0.05
2014-01-19,2.48,2.44,2.64,-1.2771392081736891e-06,2.48,-0.15,0.05
2014-01-20,2.4,2.45,2.75,-2.859477124183009e-06,2.4,-0.15,0.05
2014-01-21,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.15,0.05
2014-01-22,2.5,2.35,2.5,0.0,2.5,-0.08,0.1
2014-01-23,2.61,2.45,2.75,-1.07725453985842e-06,2.61,-0.12,0.03
2014-01-24,2.4,2.44,2.69,-2.369281045751632e-06,2.4,-0.15,0.05
2014-01-25,2.5,2.44,2.64,-1.111111111111112e-06,2.5,-0.15,0.05
2014-01-26,2.5,2.45,2.65,-1.1904761904761925e-06,2.5,-0.15,0.05
2014-01-27,2.54,2.45,2.75,-1.647834274952921e-06,2.54,-0.12,0.03
2014-01-28,2.45,2.45,2.65,-1.61030595813204e-06,2.45,-0.12,0.03
2014-01-29,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.15,0.05
2014-01-30,2.5,2.45,2.75,-1.984126984126983e-06,2.5,-0.08,0.1
2014-01-31,2.6,2.4,2.65,-3.858024691358011e-07,2.6,-0.12,0.08
2014-02-01,2.5,2.4,2.6,-7.93650793650797e-07,2.5,-0.12,0.03
2014-02-02,2.48,2.4,2.67,-1.5166028097062554e-06,2.48,-0.12,0.03
2014-02-03,2.55,2.45,2.75,-1.564945226917062e-06,2.55,-0.12,0.08
2014-02-04,2.4,2.45,2.75,-2.859477124183009e-06,2.4,-0.12,0.08
2014-02-05,2.35,2.45,2.75,-3.316749585406299e-06,2.35,-0.12,0.08
2014-02-06,2.47,2.4,2.55,-6.404098623118785e-07,2.47,-0.15,0.05
2014-02-07,2.46,2.45,2.75,-2.3281952472703918e-06,2.46,-0.12,0.03
2014-02-08,2.4,2.5,2.77,-3.0228758169934657e-06,2.4,-0.1,0.1
2014-02-09,2.4,2.5,2.77,-3.0228758169934657e-06,2.4,-0.1,0.1
2014-02-10,2.4,2.45,2.75,-2.859477124183009e-06,2.4,-0.15,0.05
2014-02-11,2.41,2.55,2.85,-3.5842293906810005e-06,2.41,-0.15,0.05
2014-02-12,2.39,2.49,2.74,-2.8679121599475582e-06,2.39,-0.12,0.03
2014-02-13,2.4,2.5,2.75,-2.859477124183009e-06,2.4,-0.15,0.05
2014-02-14,2.55,2.4,2.55,0.0,2.55,-0.15,0.05
2014-02-15,2.5,2.45,2.72,-1.7460317460317483e-06,2.5,-0.12,0.03
2014-02-16,2.5,2.45,2.72,-1.7460317460317483e-06,2.5,-0.12,0.03
2014-02-17,2.51,2.55,2.85,-2.69072491294714e-06,2.51,-0.15,0.05
2014-02-18,2.51,2.48,2.73,-1.7410572966128542e-06,2.51,-0.15,0.05
2014-02-19,2.55,2.55,2.85,-2.3474178403755897e-06,2.55,-0.15,0.05
2014-02-20,2.56,2.45,2.65,-7.02247191011233e-07,2.56,-0.12,0.08
2014-02-21,2.49,2.55,2.85,-2.865329512893983e-06,2.49,-0.15,0.05
2014-02-22,2.5,2.45,2.65,-1.1904761904761925e-06,2.5,-0.12,0.08
2014-02-23,2.5,2.46,2.66,-1.269841269841273e-06,2.5,-0.15,0.05
2014-02-24,2.48,2.45,2.6,-9.5785440613027e-07,2.48,-0.15,0.05
2014-02-25,2.52,2.55,2.8,-2.2095959595959608e-06,2.52,-0.15,0.05
2014-02-26,2.5,2.4,2.55,-3.968253968253954e-07,2.5,-0.15,0.05
2014-02-27,2.4,2.46,2.71,-2.5326797385620948e-06,2.4,-0.15,0.05
2014-02-28,2.53,2.45,2.6,-5.508341202392199e-07,2.53,-0.15,0.05
2014-03-01,2.5,2.45,2.65,-1.1904761904761925e-06,2.5,-0.12,0.03
2014-03-02,2.5,2.45,2.65,-1.1904761904761925e-06,2.5,-0.12,0.03
2014-03-03,2.5,2.55,2.9,-3.1746031746031755e-06,2.5,-0.15,0.05
2014-03-04,2.45,2.55,2.9,-3.6231884057970983e-06,2.45,-0.12,0.03
2014-03-05,2.52,2.52,2.82,-2.367424242424242e-06,2.52,-0.12,0.03
2014-03-06,2.45,2.5,2.65,-1.61030595813204e-06,2.45,-0.15,0.05
2014-03-07,2.5,2.6,2.75,-1.984126984126983e-06,2.5,-0.15,0.05
2014-03-08,2.5,2.58,2.88,-3.015873015873015e-06,2.5,-0.12,0.08
2014-03-09,2.5,2.44,2.64,-1.111111111111112e-06,2.5,-0.1,0.1
2014-03-10,2.48,2.55,2.9,-3.352490421455936e-06,2.48,-0.12,0.08
2014-03-11,2.45,2.67,2.82,-2.9790660225442803e-06,2.45,-0.12,0.08
2014-03-12,2.4,2.6,2.95,-4.4934640522875845e-06,2.4,-0.12,0.08
2014-03-13,2.45,2.6,2.95,-4.025764895330112e-06,2.45,-0.12,0.03
2014-03-14,2.5,2.72,2.87,-2.936507936507935e-06,2.5,-0.12,0.08
2014-03-15,2.5,2.75,2.95,-3.571428571428571e-06,2.5,-0.15,0.05
2014-03-16,2.5,2.68,2.88,-3.015873015873015e-06,2.5,-0.1,0.05
2014-03-17,2.55,2.7,3.05,-3.912363067292646e-06,2.55,-0.15,0.05
2014-03-18,2.52,2.75,3.05,-4.18244949494949e-06,2.52,-0.15,0.05
2014-03-19,2.55,2.75,2.9,-2.7386541471048537e-06,2.55,-0.15,0.05
2014-03-20,2.55,2.9,3.05,-3.912363067292646e-06,2.55,-0.1,0.05
2014-03-21,2.5,2.82,2.97,-3.730158730158732e-06,2.5,-0.15,0.05
2014-03-22,2.5,2.68,2.88,-3.015873015873015e-06,2.5,-0.1,0.05
2014-03-23,2.5,2.67,2.87,-2.936507936507935e-06,2.5,-0.1,0.05
2014-03-24,2.53,2.75,3.1,-4.485363550519354e-06,2.53,-0.1,0.05
2014-03-25,2.45,2.83,3.08,-5.072463768115944e-06,2.45,-0.1,0.05
2014-03-26,2.45,2.81,2.96,-4.106280193236716e-06,2.45,-0.12,0.08
2014-03-27,2.45,2.75,3.1,-5.233494363929139e-06,2.45,-0.15,0.05
2014-03-28,2.61,2.82,3.12,-3.924284395198522e-06,2.61,-0.1,0.05
2014-03-29,2.45,2.68,2.88,-3.4621578099838976e-06,2.45,-0.1,0.05
2014-03-30,2.45,2.68,2.88,-3.4621578099838976e-06,2.45,-0.1,0.05
2014-03-31,2.5,2.75,3.1,-4.761904761904757e-06,2.5,-0.1,0.05
2014-04-01,2.55,2.75,3.1,-4.30359937402191e-06,2.55,-0.18,0.02
2014-04-02,2.6,2.65,3.0,-3.0864197530864213e-06,2.6,-0.15,0.05
2014-04-03,2.5,2.65,3.0,-3.968253968253966e-06,2.5,-0.12,0.08
2014-04-04,2.6,2.65,3.0,-3.0864197530864213e-06,2.6,-0.12,0.08
2014-04-05,2.6,2.69,2.89,-2.2376543209876524e-06,2.6,-0.15,0.05
2014-04-06,2.6,2.68,2.88,-2.1604938271604925e-06,2.6,-0.15,0.05
2014-04-07,2.65,2.68,2.88,-1.750380517503807e-06,2.65,-0.15,0.05
2014-04-08,2.5,2.65,3.05,-4.365079365079361e-06,2.5,-0.12,0.08
2014-04-09,2.45,2.7,2.85,-3.220611916264092e-06,2.45,-0.12,0.08
2014-04-10,2.45,2.6,3.0,-4.428341384863125e-06,2.45,-0.15,0.05
2014-04-11,2.45,2.68,2.88,-3.4621578099838976e-06,2.45,-0.12,0.08
2014-04-12,2.5,2.69,2.89,-3.095238095238096e-06,2.5,-0.15,0.05
2014-04-13,2.5,2.69,2.89,-3.095238095238096e-06,2.5,-0.11,0.04
2014-04-14,2.45,2.69,2.89,-3.542673107890501e-06,2.45,-0.08,0.12
2014-04-15,2.45,2.69,2.89,-3.542673107890501e-06,2.45,-0.11,0.04
2014-04-16,2.45,2.69,3.09,-5.152979066022542e-06,2.45,-0.11,0.04
2014-04-17,2.45,2.7,2.9,-3.6231884057970983e-06,2.45,-0.15,0.05
2014-04-18,2.5,2.69,2.89,-3.095238095238096e-06,2.5,-0.15,0.05
2014-04-19,2.46,2.7,2.9,-3.53243416827232e-06,2.46,-0.11,0.04
2014-04-20,2.46,2.7,2.9,-3.53243416827232e-06,2.46,-0.15,0.05
2014-04-21,2.5,2.7,2.9,-3.1746031746031755e-06,2.5,-0.15,0.05
2014-04-22,2.45,2.65,3.05,-4.830917874396132e-06,2.45,-0.11,0.04
2014-04-23,2.45,2.71,2.91,-3.703703703703703e-06,2.45,-0.15,0.05
2014-04-24,2.45,2.65,3.05,-4.830917874396132e-06,2.45,-0.11,0.04
2014-04-25,2.45,2.92,3.12,-5.394524959742353e-06,2.45,-0.11,0.04
2014-04-26,2.5,2.92,3.12,-4.9206349206349245e-06,2.5,-0.15,0.05
2014-04-27,2.4,2.98,3.18,-6.372549019607839e-06,2.4,-0.15,0.05
2014-04-28,2.4,2.9,3.2,-6.535947712418302e-06,2.4,-0.15,0.05
2014-04-29,2.45,2.85,3.25,-6.441223832528179e-06,2.45,-0.11,0.04
2014-04-30,2.45,2.92,3.12,-5.394524959742353e-06,2.45,-0.11,0.04
2014-05-01,2.45,2.98,3.28,-6.682769726247978e-06,2.45,-0.15,0.05
2014-05-02,2.45,2.92,3.12,-5.394524959742353e-06,2.45,-0.15,0.05
2014-05-03,2.5,2.92,3.12,-4.9206349206349245e-06,2.5,-0.11,0.04
2014-05-04,2.5,2.92,3.12,-4.9206349206349245e-06,2.5,-0.15,0.05
2014-05-05,2.5,2.9,3.2,-5.555555555555554e-06,2.5,-0.15,0.05
2014-05-06,2.4,2.93,3.33,-7.598039215686278e-06,2.4,-0.11,0.04
2014-05-07,2.45,2.85,3.25,-6.441223832528179e-06,2.45,-0.15,0.05
2014-05-08,2.45,2.85,3.0,-4.428341384863125e-06,2.45,-0.15,0.05
2014-05-09,2.45,2.92,3.12,-5.394524959742353e-06,2.45,-0.15,0.05
2014-05-10,2.5,2.93,3.13,-4.999999999999998e-06,2.5,-0.15,0.05
2014-05-11,2.5,2.92,3.12,-4.9206349206349245e-06,2.5,-0.15,0.05
2014-05-12,2.4,2.95,3.1,-5.718954248366011e-06,2.4,-0.18,0.02
2014-05-13,2.45,2.94,3.14,-5.555555555555561e-06,2.45,-0.18,0.02
2014-05-14,2.4,2.94,3.14,-6.0457516339869314e-06,2.4,-0.11,0.04
2014-05-15,2.45,2.88,3.28,-6.682769726247978e-06,2.45,-0.11,0.04
2014-05-16,2.5,2.93,3.13,-4.999999999999998e-06,2.5,-0.18,0.02
2014-05-17,2.5,2.93,3.13,-4.999999999999998e-06,2.5,-0.18,0.02
2014-05-18,2.5,2.94,3.14,-5.079365079365085e-06,2.5,-0.18,0.02
2014-05-19,2.58,2.94,3.14,-4.3451272501551846e-06,2.58,-0.19,0.01
2014-05-20,2.5,2.94,3.14,-5.079365079365085e-06,2.5,-0.19,0.01
2014-05-21,2.45,2.94,3.14,-5.555555555555561e-06,2.45,-0.19,0.01
2014-05-22,2.45,2.94,3.14,-5.555555555555561e-06,2.45,-0.11,0.04
2014-05-23,2.45,2.93,3.13,-5.475040257648951e-06,2.45,-0.19,0.01
2014-05-24,2.5,2.94,3.14,-5.079365079365085e-06,2.5,-0.12,0.08
2014-05-25,2.5,3.0,3.2,-5.555555555555554e-06,2.5,-0.11,0.04
2014-05-26,2.55,2.95,3.15,-4.69483568075118e-06,2.55,-0.19,0.01
2014-05-27,2.45,2.95,3.15,-5.636070853462158e-06,2.45,-0.19,0.01
2014-05-28,2.45,2.95,3.15,-5.636070853462158e-06,2.45,-0.15,0.05
2014-05-29,2.45,2.9,3.05,-4.830917874396132e-06,2.45,-0.15,0.05
2014-05-30,2.6,2.93,3.13,-4.089506172839504e-06,2.6,-0.19,0.01
2014-05-31,2.5,2.94,3.14,-5.079365079365085e-06,2.5,-0.11,0.04
2014-06-01,2.5,2.94,3.14,-5.079365079365085e-06,2.5,-0.11,0.04
2014-06-02,2.67,2.94,3.14,-3.5573720859824463e-06,2.67,-0.17,0.03
2014-06-03,2.45,2.95,3.1,-5.233494363929139e-06,2.45,-0.19,0.01
2014-06-04,2.45,2.95,3.15,-5.636070853462158e-06,2.45,-0.13,0.02
2014-06-05,2.45,2.95,3.15,-5.636070853462158e-06,2.45,-0.13,0.02
2014-06-06,2.45,3.15,3.55,-8.856682769726244e-06,2.45,-0.15,0.05
2014-06-07,2.53,2.95,3.35,-6.452628265659424e-06,2.53,-0.12,0.03
2014-06-08,2.53,2.94,3.14,-4.800125904941777e-06,2.53,-0.12,0.03
2014-06-09,2.64,2.93,3.13,-3.7393162393162394e-06,2.64,-0.16,0.04
2014-06-10,2.55,3.2,3.35,-6.259780907668229e-06,2.55,-0.15,0.05
2014-06-11,2.45,3.15,3.55,-8.856682769726244e-06,2.45,-0.12,0.03
2014-06-12,2.6,3.15,3.55,-7.330246913580245e-06,2.6,-0.12,0.03
2014-06-13,2.65,3.25,3.5,-6.468797564687977e-06,2.65,-0.12,0.03
2014-06-14,2.65,3.16,3.36,-5.403348554033485e-06,2.65,-0.12,0.03
2014-06-15,2.65,3.25,3.5,-6.468797564687977e-06,2.65,-0.25,-0.05
2014-06-16,2.7,3.25,3.55,-6.381381381381378e-06,2.7,-0.12,0.03
2014-06-17,2.72,3.2,3.6,-6.571087216248501e-06,2.72,-0.12,0.03
2014-06-18,2.72,3.2,3.6,-6.571087216248501e-06,2.72,-0.12,0.03
2014-06-19,2.65,3.25,3.65,-7.610350076103507e-06,2.65,-0.12,0.03
2014-06-20,2.85,3.16,3.36,-3.679653679653678e-06,2.85,-0.18,0.02
2014-06-21,2.65,3.25,3.5,-6.468797564687977e-06,2.65,-0.12,0.03
2014-06-22,2.65,3.25,3.5,-6.468797564687977e-06,2.65,-0.12,0.03
2014-06-23,2.65,3.25,3.5,-6.468797564687977e-06,2.65,-0.18,0.02
2014-06-24,2.7,3.17,3.37,-5.030030030030028e-06,2.7,-0.12,0.03
2014-06-25,2.45,3.17,3.37,-7.407407407407406e-06,2.45,-0.18,0.02
2014-06-26,2.65,3.17,3.37,-5.4794520547945226e-06,2.65,-0.18,0.02
2014-06-27,2.68,3.17,3.37,-5.208333333333333e-06,2.68,-0.15,0.05
2014-06-28,2.62,3.17,3.37,-5.755064456721914e-06,2.62,-0.12,0.03
2014-06-29,2.47,3.25,3.45,-7.845020813320528e-06,2.47,-0.12,0.03
2014-06-30,2.6,3.17,3.37,-5.941358024691355e-06,2.6,-0.18,0.02
2014-07-01,2.75,3.13,3.53,-5.777777777777771e-06,2.75,-0.12,0.03
2014-07-02,2.75,3.18,3.58,-6.14814814814815e-06,2.75,-0.12,0.03
2014-07-03,2.7,3.15,3.3,-4.504504504504502e-06,2.7,-0.12,0.03
2014-07-04,2.68,3.17,3.37,-5.208333333333333e-06,2.68,-0.17,0.03
2014-07-05,2.63,3.18,3.38,-5.73921028466483e-06,2.63,-0.15,0.05
2014-07-06,2.63,3.18,3.38,-5.73921028466483e-06,2.63,-0.12,0.03
2014-07-07,2.7,3.18,3.38,-5.105105105105102e-06,2.7,-0.17,0.03
2014-07-08,2.64,3.18,3.38,-5.647130647130645e-06,2.64,-0.17,0.03
2014-07-09,2.55,3.15,3.3,-5.8685446009389655e-06,2.55,-0.15,0.05
2014-07-10,2.62,3.2,3.6,-7.519950890116632e-06,2.62,-0.12,0.03
2014-07-11,2.5,3.18,3.38,-6.9841269841269815e-06,2.5,-0.12,0.03
2014-07-12,2.58,3.19,3.39,-6.284916201117325e-06,2.58,-0.15,0.05
2014-07-13,2.58,3.3,3.5,-7.1384233395406605e-06,2.58,-0.12,0.03
2014-07-14,2.45,3.19,3.39,-7.568438003220613e-06,2.45,-0.12,0.03
2014-07-15,2.55,3.19,3.39,-6.572769953051648e-06,2.55,-0.17,0.03
2014-07-16,2.66,3.19,3.39,-5.54037644201579e-06,2.66,-0.15,0.05
2014-07-17,2.63,3.19,3.39,-5.815733088460365e-06,2.63,-0.12,0.03
2014-07-18,2.63,3.4,3.55,-7.040097949188855e-06,2.63,-0.15,0.05
2014-07-19,2.5,3.5,3.7,-9.523809523809526e-06,2.5,-0.12,0.03
2014-07-20,2.55,3.5,3.7,-8.998435054773083e-06,2.55,-0.12,0.03
2014-07-21,2.59,3.6,3.75,-8.975549365521512e-06,2.59,-0.15,0.05
2014-07-22,2.45,3.45,3.6,-9.259259259259256e-06,2.45,-0.15,0.05
2014-07-23,2.45,3.55,3.95,-1.2077294685990336e-05,2.45,-0.15,0.05
2014-07-24,2.45,3.55,3.95,-1.2077294685990336e-05,2.45,-0.15,0.05
2014-07-25,2.45,3.51,3.91,-1.1755233494363928e-05,2.45,-0.09,0.11
2014-07-26,2.5,3.58,3.78,-1.0158730158730153e-05,2.5,-0.15,0.05
2014-07-27,2.5,3.58,3.78,-1.0158730158730153e-05,2.5,-0.15,0.05
2014-07-28,2.42,3.58,3.78,-1.1046133853151393e-05,2.42,-0.15,0.05
2014-07-29,2.45,3.42,3.62,-9.420289855072464e-06,2.45,-0.15,0.05
2014-07-30,2.45,3.42,3.62,-9.420289855072464e-06,2.45,-0.13,0.07
2014-07-31,2.45,3.5,3.9,-1.167471819645733e-05,2.45,-0.15,0.05
2014-08-01,2.6,3.64,3.79,-9.182098765432096e-06,2.6,-0.15,0.05
2014-08-02,2.5,3.58,3.78,-1.0158730158730153e-05,2.5,-0.15,0.05
2014-08-03,2.35,3.58,3.78,-1.1857379767827523e-05,2.35,-0.15,0.05
2014-08-04,2.42,3.66,3.81,-1.1289798570500332e-05,2.42,-0.12,0.03
2014-08-05,2.45,3.42,3.62,-9.420289855072464e-06,2.45,-0.15,0.05
2014-08-06,2.45,3.53,3.93,-1.1916264090177128e-05,2.45,-0.15,0.05
2014-08-07,2.45,3.54,3.94,-1.1996779388083731e-05,2.45,-0.12,0.03
2014-08-08,2.45,3.63,3.78,-1.0708534621578097e-05,2.45,-0.12,0.03
2014-08-09,2.5,3.42,3.62,-8.88888888888889e-06,2.5,-0.12,0.08
2014-08-10,2.5,3.55,3.75,-9.920634920634922e-06,2.5,-0.12,0.03
2014-08-11,2.5,3.55,3.75,-9.920634920634922e-06,2.5,-0.12,0.03
2014-08-12,2.45,3.52,3.92,-1.1835748792270531e-05,2.45,-0.12,0.08
2014-08-13,2.45,3.55,3.7,-1.0064412238325284e-05,2.45,-0.12,0.08
2014-08-14,2.45,3.56,3.96,-1.215780998389694e-05,2.45,-0.12,0.03
2014-08-15,2.45,3.68,3.83,-1.1111111111111108e-05,2.45,-0.12,0.03
2014-08-16,2.5,3.5,3.7,-9.523809523809526e-06,2.5,-0.1,0.1
2014-08-17,2.5,3.5,3.7,-9.523809523809526e-06,2.5,-0.12,0.03
2014-08-18,2.43,3.5,3.8,-1.1094914156138644e-05,2.43,-0.12,0.03
2014-08-19,2.45,3.45,3.85,-1.127214170692431e-05,2.45,-0.12,0.08
2014-08-20,2.5,3.45,3.85,-1.0714285714285712e-05,2.5,-0.15,0.07
2014-08-21,2.6,3.58,3.91,-1.0108024691358023e-05,2.6,-0.1,0.1
2014-08-22,2.58,3.53,3.68,-8.53507138423339e-06,2.58,-0.1,0.1
2014-08-23,2.45,3.45,3.75,-1.046698872785829e-05,2.45,-0.17,0.03
2014-08-24,2.5,3.4,3.6,-8.73015873015873e-06,2.5,-0.15,0.07
2014-08-25,2.53,3.4,3.55,-8.026440037771482e-06,2.53,-0.1,0.1
2014-08-26,2.55,3.45,3.85,-1.0172143974960877e-05,2.55,-0.1,0.1
